SCHOOL,DISTRICT,CODE,NAME,ENG,NEP,MATH,SCI,SOC,HPE,TOTAL,SAP,DIST,FIRST,SEC,THIRD,PASS,FAIL,PASS.PERCENT
2089,KATHMANDU,29275,SRONGTSEN BHRIKUTI AWASIYA MA VI TINCHULE B,59,51,76,40,47,40,27,26,0,19,7,0,26,0,100
3888,RUPANDEHI,48105,ST JOSEPH ENGLISH HIGH SCHOOL BHALWARI,57,54,61,33,49,45,42,42,1,15,19,0,35,7,83
3028,GORKHA,38068,ST MARY'S SCHOOL TERAKILO NAGPANO,6,60,61,3,5,47,33,33,1,15,16,0,32,1,97
2944,PARSA,37045,ST XAVIER,56,47,87,58,56,49,14,14,1,10,1,0,12,2,86
513,MORANG,9017,ST. JOSEPH'S AWASIYA MA VI BIRATNAGAR,6,59,75,60,70,6,102,102,25,77,0,0,102,0,100
2411,LALITPUR,32022,ST. MARY'S MA VI JAWALAKHEL,63,64,9,53,62,58,161,161,33,128,0,0,161,0,100
3161,KASKI,41064,ST. MARY'S MA VI NAYAGAUN,68,6,8,56,76,60,52,52,10,42,0,0,52,0,100
2564,LALITPUR,32182,ST. PAUL SCHOOL THECHO,60,70,87,47,60,48,13,13,2,10,1,0,13,0,100
1291,DHANUSHA,20069,ST. XAVIER'S HIGH SCHOOL SAKETNAGAR BARAHB,51,47,80,46,52,6,8,8,0,7,0,0,7,1,88
2410,LALITPUR,32021,ST. XAVIER'S MA VI JAWALAKHEL,59,59,8,52,63,58,132,132,19,101,6,0,126,6,95
4571,BANKE,67038,ST.THOMAS ENGLISH MEDIUM SCHOOL DHAMBOJI,50,54,33,4,51,46,25,25,0,7,14,0,21,4,84
2198,KATHMANDU,29391,STANDARD CO-ED SCHOOL KALANKISTHAN,56,52,74,40,57,49,12,12,0,10,2,0,12,0,100
1825,BHAKTAPUR,28101,STANFORD INTERNATIONAL SCHOOL BALKOT,62,58,75,47,60,50,18,18,3,12,3,0,18,0,100
596,MORANG,9101,STAR BOARDING SCHOOL BIRATNAGAR,49,54,49,39,57,51,33,33,0,15,14,0,29,4,88
3197,KASKI,41100,STEP BY STEP BOARDING SCHOOL MASBAR POKH,0,63,7,44,64,58,63,63,10,49,4,0,63,0,100
4829,KAILALI,73054,STEPPING-STONE ENGLISH SCHOOL CHAURAHA D,61,61,79,47,50,47,70,70,4,58,8,0,70,0,100
1158,RAMECHHAP,18035,STHANAPATI MA VI BANGESALLA,19,32,25,17,36,33,26,25,0,1,5,0,6,19,24
2795,RAUTAHAT,35012,SUBALAL MA VI SANTAPUR,24,38,35,23,31,34,118,118,0,2,16,3,21,97,18
3253,KASKI,41157,SUBLIME ENGLISH BOARDING SCHOOL,61,53,72,44,64,53,9,9,0,9,0,0,9,0,100
2448,LALITPUR,32059,SUDESHA MA VI JAWALAKHEL,61,6,61,37,53,49,27,27,2,15,7,0,24,3,89
1387,SARLAHI,22030,SUDHA MA VI CHHATAUNA,20,39,25,15,31,31,36,36,0,0,2,0,2,34,6
4328,DANG,58053,SUDHA MA VI JHELNETA,26,56,26,29,34,31,13,13,0,1,4,1,6,7,46
3746,ARGHAKHANCH,47014,SUDHA MA VI JUKENA,24,41,27,21,43,42,40,40,0,1,9,0,10,30,25
3107,KASKI,41009,SUKRARAJ BALBHADRA MA VI CHHINEDANDA,26,46,41,26,47,41,50,50,0,3,20,0,23,27,46
532,MORANG,9036,SUKUNA MA VI INDRAPUR SUKUNA,29,39,3,34,45,39,165,165,0,16,38,4,58,107,35
634,MORANG,9139,SUMAN BIWEK JIWAN MUNA RANJITA MEMORIAL EN,51,59,58,55,63,52,35,35,1,30,3,0,34,1,97
3860,RUPANDEHI,48077,SUMMIT ENGLISH BOARDING SCHOOL PULCHOWK,49,56,69,43,48,49,26,26,0,14,9,0,23,3,88
710,SUNSARI,10047,SUMMIT SECONDARY BOARDING SCHOOL DHARAN,54,5,53,48,66,49,63,63,7,49,7,0,63,0,100
754,SUNSARI,10093,SUMNIMA BOARDING SCHOOL DHARAN,49,50,52,40,65,45,16,16,0,9,7,0,16,0,100
2782,CHITWAN,34123,SUN FLOWER ENGLISH BOARDINGH SCHOOL KSHE,54,52,73,4,54,52,9,9,0,5,3,0,8,1,89
4355,DANG,58084,SUN LIGHT MODERN SCHOOL LAMAHI,56,48,42,28,49,40,17,17,0,3,10,0,13,4,76
3898,RUPANDEHI,48115,SUN MODEL ENGLISH BOARDING SCHOOL RUDRAP,38,46,64,43,53,47,18,18,0,6,11,0,17,1,94
255,JHAPA,4102,SUN RISE ACADEMY BHUTANESE REFUGEE CAMP,0,39,21,26,46,35,266,266,0,11,63,1,75,191,28
2030,KATHMANDU,29214,SUN RISE BOARDING SCHOOL LAZIMPAT,6,64,8,54,6,54,25,25,4,21,0,0,25,0,100
5048,KANCHANPUR,77060,SUN RISE PUBLIC SCHOOL MAHENDRANAGAR,46,55,54,41,49,51,31,31,0,16,12,0,28,3,90
3943,KAPILVASTU,49024,SUN SHINE BOARDING HIGH SCHOOL TAULIHAWA,58,47,66,51,63,54,15,15,1,14,0,0,15,0,100
2024,KATHMANDU,29207,SUN SHINE SECONDARY BOARDING SCHOOL NEWB,52,36,65,44,45,51,12,12,0,6,4,0,10,2,83
131,ILAM,3043,SUNAKHARI SECONDARY ENGLISH BOARDING SCH,23,34,15,19,37,31,19,19,0,0,0,0,0,19,000
567,MORANG,9071,SUNBARSI MA VI GOVINDAPUR SITANAGAR,22,41,29,31,47,44,29,29,0,1,7,0,8,21,28
1046,SIRAHA,16031,SUNDAR JANATA MA VI AURAHI,20,31,19,2,31,31,79,79,0,1,14,1,16,63,20
1507,NUWAKOT,25016,SUNDARA MA VI SATBISE,2,48,37,33,40,4,62,62,0,6,16,4,26,36,42
2323,KATHMANDU,29525,SUNDARBAN SCHOOL OF SCIENCE TINTHANA DHU,6,69,69,5,57,52,8,8,0,8,0,0,8,0,100
1529,NUWAKOT,25039,SUNDARI KEURINI MA VI GERKHUTAR,28,49,47,33,44,44,17,17,0,4,6,1,11,6,65
1577,DHADING,26023,SUNDARI MA VI AGINCHOWK,23,52,30,16,42,3,45,45,0,0,8,1,9,36,20
2903,PARSA,37004,SUNDARMAL RAMKUMAR KANYA MA VI BIRGUNJ,32,41,38,22,34,32,31,30,0,0,10,2,12,17,40
1488,RASUWA,24010,SUNDHARA MA VI DHARAPANI,31,52,30,27,46,47,25,25,0,3,12,0,15,10,60
1608,DHADING,26055,SUNGABHA ACADEMY MA VI DHADINGBESI,61,58,88,37,70,45,12,12,1,11,0,0,12,0,100
523,MORANG,9027,SUNGABHA AWASIYA MA VI URLABARI-4,42,53,47,53,45,52,70,70,0,32,28,1,61,9,87
4679,BAJHANG,70022,SUNI PIPAL CHAUR MA VI SUBEDA,17,46,40,34,40,43,41,41,0,0,7,0,7,34,17
897,OKHALDHUNGA,13036,SUNKOSHI MA VI BALAKHU,24,45,3,45,37,46,31,31,0,3,13,0,16,15,52
1439,SINDHUPALCH,23018,SUNKOSHI MA VI BUDEPA KARTHALI,28,40,35,2,40,42,32,32,0,2,14,1,17,15,53
1190,SINDHULI,19019,SUNKOSHI MA VI SOKHUBESI,27,34,38,23,35,39,33,33,0,1,11,5,17,16,52
2199,KATHMANDU,29392,SUNKOSHI SCHOOL BABARMAHAL,67,56,84,55,53,57,7,7,0,7,0,0,7,0,100
4668,BAJHANG,70011,SUNKUDA MA VI CHIR,26,52,35,35,51,44,46,46,0,0,28,0,28,18,61
4258,PYUTHAN,57015,SUNNANI ADHAR MA VI MARKABANG UDAYAPUR,31,43,35,28,38,37,28,28,0,0,14,6,20,8,71
533,MORANG,9037,SUNPAKUWA MA VI MAGALBARE,22,4,2,29,33,33,87,87,0,0,8,3,11,76,13
2727,CHITWAN,34059,SUNRISE ENGLISH SCHOOL BHARATPUR,61,62,8,49,59,50,125,125,16,104,4,0,124,1,99
150,ILAM,3064,SUNRISE ENGLISH SCHOOL FIKKAL-6,44,56,62,57,58,5,17,17,0,14,3,0,17,0,100
4629,BARDIA,68050,SUNRISE SECONDARY BOARDING SCHOOL GULARI,62,60,70,54,56,55,13,13,0,13,0,0,13,0,100
1407,SARLAHI,22051,SUNRISE SECONDARY ENGLISH BOARDING SCHOO,70,67,96,52,74,50,23,23,17,6,0,0,23,0,100
722,SUNSARI,10059,SUNSARI BALIKA AWASIYA MA VI INRUWA,34,51,41,37,54,41,30,30,0,6,12,1,19,11,63
762,SUNSARI,10101,SUNSARI ST. XAVIER'S SECONDARY ENGLISH BOAR,54,62,65,56,64,52,16,16,0,16,0,0,16,0,100
3839,RUPANDEHI,48054,SUNSHINE BOARDING HIGH SCHOOL SIDDHARTHA,0,57,57,40,47,53,97,97,7,47,24,0,78,19,80
635,MORANG,9140,SUNSHINE ENGLISH SECONDARY BOARDING SCHO,42,49,61,5,58,56,9,9,0,9,0,0,9,0,100
1811,BHAKTAPUR,28087,SUNSHINE SCHOOL DUDHPATI-17,62,70,85,53,67,56,11,11,3,8,0,0,11,0,100
2258,KATHMANDU,29457,SUNSHINE SCHOOL MAHADEVSTHAN CHECKPOST,53,60,75,51,54,52,10,10,0,8,0,0,8,2,80
2035,KATHMANDU,29219,SUNTAKHAN MA VI SUNTAKHAN,22,38,23,18,30,37,22,22,0,3,0,0,3,19,14
4034,BAGLUNG,52018,SUNTALACHOUR MA VI DAMEK,19,39,2,26,42,40,66,66,0,3,6,0,9,57,14
2313,KATHMANDU,29514,SUPER LUCKY ENGLISH SCHOOL KOTESHWOR,58,54,80,44,5,59,3,3,0,3,0,0,3,0,100
1816,BHAKTAPUR,28092,SUPREME ACADEMY THIMI,63,60,77,56,69,55,29,29,1,28,0,0,29,0,100
1152,RAMECHHAP,18029,SURKE DEURALI MA VI DADUWA SURKE,2,41,32,17,41,36,27,27,0,0,5,0,5,22,19
1117,DOLAKHA,17039,SURKE MA VI BHANDARE LAKURIDANDA,17,39,30,17,36,29,32,32,0,1,1,0,2,30,6
1090,DOLAKHA,17011,SURKE MA VI KHARIDHUNGA,26,47,44,26,46,39,20,20,0,0,12,1,13,7,65
4510,SURKHET,66035,SURKHET ELITE ENGLISH MEDIUM SCHOOL BIREND,56,59,49,42,47,5,13,13,1,5,4,0,10,3,77
4532,SURKHET,66059,SURKHET HORIZON ACADEMY BIRENDRANAGAR,59,56,43,31,34,44,17,17,0,5,4,0,9,8,53
4672,BAJHANG,70015,SURMA MA VI THAKUNNADA,27,46,38,29,50,42,11,11,0,0,8,1,9,2,82
360,SANKHUWASAB,5038,SURYA BOARDING SCHOOL KHANDBARI,6,63,78,59,65,65,7,7,2,5,0,0,7,0,100
4719,ACHHAM,71025,SURYA CHANDRA MA VI KALIMATI,3,58,45,32,48,44,40,40,0,2,31,0,33,7,83
1817,BHAKTAPUR,28093,SURYA DEEP ENGLISH SCHOOL KATUNJE,60,64,70,41,58,45,14,14,1,12,0,0,13,1,93
1553,NUWAKOT,25063,SURYA JYOTI ENGLISH BOARDINGH SCHOOL BIDUR,59,60,8,46,53,54,11,11,5,2,4,0,11,0,100
2981,GORKHA,38020,SURYA JYOTI MA VI TAKU PALKHU,3,54,4,28,38,46,53,53,0,3,24,2,29,24,55
3767,ARGHAKHANCH,47035,SURYA MA VI GOKHUNGA,25,36,23,19,41,6,84,84,0,4,13,0,17,67,20
4114,PARBAT,53024,SURYA MA VI HOSHRANDI,24,43,35,34,43,4,25,25,0,1,11,0,12,13,48
853,KHOTANG,12050,SURYA MA VI RAWA SUNGDEL,19,33,19,20,35,31,65,65,0,0,1,4,5,60,8
4494,SURKHET,66017,SURYA PRAKASH MA VI PALAINTE,32,43,17,20,4,42,47,47,0,1,7,1,9,38,19
4133,PARBAT,53043,SURYA PRAKASH MA VI SEUREPAKHA DURLUNG,44,5,57,4,6,45,27,27,0,13,10,0,23,4,85
4484,SURKHET,66007,SURYAJYOTI MA VI MEHELKUNA,32,50,30,27,33,42,41,41,0,4,15,1,20,21,49
3794,RUPANDEHI,48009,SURYAPURA MA VI SURYAPURA,23,36,15,17,36,38,84,84,0,4,6,2,12,72,14
3319,TANAHUN,42053,SURYODAYA AWASIYA MA VI KHAIRANITAR,52,51,61,43,60,56,39,38,1,27,9,0,37,1,97
1705,KAVREPALANC,27089,SURYODAYA AWASIYA MA VI PANAUTI,7,7,93,65,70,6,2,2,2,0,0,0,2,0,100
2582,LALITPUR,32201,SURYODAYA EDUCATIONAL DEVELOPMENT ACADE,6,62,74,43,52,46,18,16,3,13,0,0,16,0,100
3165,KASKI,41068,SURYODAYA ENGLISH BOARDING SCHOOL DEEP,52,60,67,37,54,59,39,39,1,31,6,0,38,1,97
259,JHAPA,4106,SURYODAYA ENGLISH BOARDING SCHOOL KAKARV,49,55,54,42,59,45,24,24,1,10,12,0,23,1,96
235,JHAPA,4081,SURYODAYA ENGLISH SCHOOL DAMAK-11,55,5,7,48,61,6,79,79,6,70,3,0,79,0,100
2511,LALITPUR,32127,SURYODAYA ENGLISH SCHOOL DHAPAKHEL,61,69,77,40,62,48,28,28,3,22,3,0,28,0,100
1222,SINDHULI,19052,SURYODAYA ENGLISH SCHOOL RATAMATA,67,64,80,46,68,61,9,9,0,9,0,0,9,0,100
1996,KATHMANDU,29175,SURYODAYA JYOTI AWASIYA MA VI MAITIDEVI,65,62,93,56,67,60,40,40,14,26,0,0,40,0,100
3953,KAPILVASTU,49034,SURYODAYA MA VI BARAWA,49,49,60,48,61,52,32,32,1,18,13,0,32,0,100
4550,BANKE,67017,SURYODAYA MA VI CHISAPANI,26,41,23,27,29,30,70,70,0,1,15,6,22,48,31
4238,SALYAN,56025,SURYODAYA MA VI GOTHIBAN DHAKADAM,29,40,3,2,35,34,48,47,0,0,17,9,26,21,55
1759,BHAKTAPUR,28034,SURYODAYA MA VI HANUMANGHAT,46,56,52,35,59,48,6,6,0,2,2,0,4,2,67
3057,LAMJUNG,40022,SURYODAYA MA VI JANA MILAN BHARTE,24,51,40,29,40,48,27,27,0,1,15,0,16,11,59
3693,GULMI,46046,SURYODAYA MA VI JUBHUNG,35,53,43,39,48,42,35,35,0,5,21,2,28,7,80
2633,MAKWANPUR,33033,SURYODAYA MA VI SARIKHET PALASE,30,5,46,27,40,46,24,24,0,1,20,0,21,3,88
4360,HUMLA,59004,SURYODAYA MA VI SHREENAGAR,34,53,25,32,35,41,6,6,0,0,3,0,3,3,50
2508,LALITPUR,32124,SURYODAYA SAI SECONDARY SCHOOL IMADOL,6,59,8,38,6,54,23,23,0,21,2,0,23,0,100
3824,RUPANDEHI,48039,SUSANSKRIT MA VI SHANTINAGAR,17,39,23,17,26,36,53,52,0,0,4,0,4,48,8
4143,PARBAT,53053,SWADHARMA MA VI PAKHAPANI,16,37,28,30,44,40,17,17,0,0,4,0,4,13,24
4643,BAJURA,69010,SWAMI KARTIK MA VI WAI,26,44,25,29,46,34,18,18,0,1,7,0,8,10,44
2299,KATHMANDU,29500,SWAPNA VATIKA SCHOOL BUDDHANAGAR,59,59,84,42,57,51,16,16,2,12,2,0,16,0,100
2132,KATHMANDU,29323,SWARNA SHIKSHA ENGLISH SCHOOL GOKARNA,57,63,81,47,43,53,18,18,0,15,3,0,18,0,100
2014,KATHMANDU,29197,SWARNIM ENGLISH MA VI BHURUNGKHEL,61,64,89,52,61,56,67,67,17,47,2,0,66,1,99
1983,KATHMANDU,29162,SWARNIM SHIKSHA SADAN MA VI BHURUNGKHEL,58,62,83,49,6,52,13,13,0,13,0,0,13,0,100
301,JHAPA,4148,SWARNIM SHIKSHA SADAN MA VI CHANDRAGADI,24,40,18,27,37,38,33,33,0,2,6,0,8,25,24
248,JHAPA,4095,SWASTIKA SHISHU SADAN MA VI SHANISCHARE,43,52,6,48,54,43,15,15,0,7,7,1,15,0,100
2257,KATHMANDU,29456,SWATI SADAN ENGLISH BOARDING SCHOOL BALAJ,64,75,85,41,62,54,16,16,0,15,0,0,15,1,94
2277,KATHMANDU,29478,SWAYAMBHU ENGLISH BOARDING SCHOOL SWAYA,60,53,67,40,52,37,8,8,0,5,3,0,8,0,100
1512,NUWAKOT,25021,SYAUREE BHUME MA VI SIKRE 7 DHUNGEDANDA,28,5,46,36,4,4,25,25,0,4,11,2,17,8,68
2261,KATHMANDU,29460,SYPRES PUBLIC MA VI DHUMBARAHI,60,54,62,47,48,49,19,19,0,13,6,0,19,0,100
4152,PARBAT,53063,TAKLAK SECONDARY SCHOOL TAKLAK,1,38,21,3,33,39,32,32,0,0,1,0,1,31,3
797,SOLUKHUMBU,11030,TAKSINDU MA VI NUNTHALA,28,47,21,27,60,38,19,19,0,0,6,0,6,13,32
3131,KASKI,41033,TAL BARAHI MA VI BAIDAM,33,39,33,26,54,41,104,103,0,15,28,4,47,56,46
3323,TANAHUN,42058,TALBESI MA VI TALBESI,23,49,35,25,42,50,35,35,0,3,10,0,13,22,37
1132,RAMECHHAP,18009,TAMAKOSHI JANJAGRITI MA VI KHIMTIBESI,30,50,40,35,4,42,78,78,0,9,38,4,51,27,65
1566,DHADING,26012,TAMANG KHARKA MA VI GUMDI,24,42,31,16,47,42,52,52,0,1,6,0,7,45,13
445,DHANKUTA,7051,TAMOR VALLEY SECONDARY BOARDING SCHOOL D,52,67,54,42,56,48,11,11,0,9,2,0,11,0,100
1908,KATHMANDU,29083,TANGAL MA VI BHIM BHAWAN TANGAL,38,57,5,38,44,44,34,33,0,11,21,0,32,1,97
1265,DHANUSHA,20042,TAPASI BABA MA VI TILHI,21,40,38,26,36,31,12,12,0,0,0,0,0,12,000
1639,KAVREPALANC,27023,TAPESWOR MA VI DEUPUR THADAKOL,26,47,38,2,45,39,39,39,0,0,18,0,18,21,46
2872,BARA,36039,TAPI MA VI BHODAHA,27,36,41,27,40,42,32,32,0,0,16,1,17,15,53
4897,DARCHULA,74030,TAPOBAN MA VI MARMA PADPADA,1,34,8,8,22,29,22,22,0,0,1,0,1,21,5
434,DHANKUTA,7040,TAPPU DEVI MA VI ANKHISALLA CHAMCHA,1,29,7,13,27,2,24,24,0,0,0,0,0,24,000
3022,GORKHA,38062,TARA MA VI CHHEBETAR,22,44,26,26,41,39,37,37,0,2,7,1,10,27,27
321,JHAPA,4170,TARAPUNJA ENGLISH BOARDING SCHOOL MECHIN,55,59,41,39,66,48,8,8,0,3,2,0,5,3,63
2309,KATHMANDU,29510,TARKESHWAR VIDYA KUNJA ENGLISH BOARDING S,62,7,82,38,62,55,7,7,0,7,0,0,7,0,100
1888,KATHMANDU,29063,TARUN MA VI BALAJU,56,55,75,55,54,5,77,77,1,68,7,0,76,1,99
1865,KATHMANDU,29039,TAUDAHA RASTRIYA MA VI TAUDAH,42,57,50,30,53,56,45,45,0,19,18,0,37,8,82
1982,KATHMANDU,29161,TEJ BINAYAK MA VI GOTHATAR,28,44,48,22,5,50,32,32,0,3,12,0,15,17,47
18,TAPLEJUNG,1017,TELLOK MA VI TELLOK,27,50,35,33,49,41,16,16,0,3,5,0,8,8,50
3708,GULMI,46061,THADDHUNGA MA VI ISHM DARLAMCHOUR,28,40,31,27,51,45,22,22,0,1,12,0,13,9,59
3714,GULMI,46067,THAKSI POKHARA MA VI BALITHUM,20,48,29,33,35,38,33,32,0,0,8,2,10,22,31
435,DHANKUTA,7041,THAKUR DEVI MA VI ANKHISALLA,16,41,2,2,35,32,34,34,0,0,1,0,1,33,3
978,SAPTARI,15024,THAKURJEE MA VI BAKDHUWA JANDAUL,16,4,12,16,22,28,85,85,0,0,7,0,7,78,8
4659,BAJHANG,70002,THALARA MA VI KHOLI THALARA,21,42,3,28,45,43,39,39,0,0,11,2,13,26,33
1442,SINDHUPALCH,23021,THANGPALDHAP MA VI DHAP,2,5,40,29,39,50,54,53,0,1,15,1,17,36,32
2232,KATHMANDU,29427,THANKOT ENGLISH SCHOOL THANKOT,58,63,85,59,61,53,14,14,4,10,0,0,14,0,100
913,UDAYAPUR,14013,THANPOKHARI MA VI JYAMIREJHOR,21,38,16,21,39,35,86,85,0,0,9,0,9,76,11
4130,PARBAT,53040,THAPATHANA MA VI THAPATHANA,2,43,24,16,41,41,50,50,0,2,4,0,6,44,12
54,PANCHTHAR,2018,THARPU MA VI THARPU,15,37,15,27,45,46,84,84,0,3,4,0,7,77,8
2156,KATHMANDU,29348,THE BLUE MOON BOARDING SCHOOL JAYABAGESH,6,63,64,5,42,55,15,15,0,11,4,0,15,0,100
2382,KATHMANDU,29589,THE CHANDBAGH SCHOOL BANSBARI,66,53,78,51,57,49,24,24,2,21,1,0,24,0,100
2381,KATHMANDU,29588,THE CITY ACADEMY BANESHWAR,60,6,82,42,47,55,11,11,0,8,3,0,11,0,100
1952,KATHMANDU,29129,THE ELITE'S CO-ED MA VI NAGPOKHARI,67,64,89,54,54,53,11,11,1,10,0,0,11,0,100
2352,KATHMANDU,29558,THE ELOQUENCE PUBLIC SCHOOL CHUCHEPATI,61,62,78,44,56,51,22,22,2,19,1,0,22,0,100
2108,KATHMANDU,29296,THE EXCELSIOR AWASIYA MA VI KAMALPOKHARI,65,61,70,35,45,52,43,43,2,30,7,0,39,4,91
4820,KAILALI,73045,THE GARDENER ENGLISH BOARDING SCHOOL BEH,38,45,44,38,47,4,22,22,0,3,11,2,16,6,73
2311,KATHMANDU,29512,THE INSIGHT VISION SCHOOL DHUMBARAHI,58,63,8,52,54,48,24,24,0,22,2,0,24,0,100
2001,KATHMANDU,29180,THE NEW SUMMIT ENGLISH BOARDING SCHOOL MA,63,60,9,56,63,49,121,120,30,87,1,0,118,2,98
3013,GORKHA,38053,THE OLD CAPITAL MA VI RANIBAN,60,73,65,48,7,50,11,11,2,9,0,0,11,0,100
3561,NAWALPARASI,44095,THE PIONEER ENG BOARDING SCHOOL SUNWAL,6,58,60,41,65,55,11,11,0,9,1,0,10,1,91
606,MORANG,9111,THE RISING ENGLISH BOARDING SCHOOL INDRAPU,55,47,59,58,53,52,27,27,1,19,7,0,27,0,100
1821,BHAKTAPUR,28097,THE RISING ENGLISH SECONDARY SCHOOL YACHH,59,62,82,46,6,57,11,11,2,9,0,0,11,0,100
2456,LALITPUR,32067,THE RISING SCHOOL GWARKO,57,60,87,47,56,6,33,33,2,30,1,0,33,0,100
1119,DOLAKHA,17041,THE RISING STAR ENGLISH BOARDING SCHOOL CH,61,64,90,6,72,62,23,23,10,13,0,0,23,0,100
5029,KANCHANPUR,77040,THE SHIVALIK SCHOOL MAHENDRANAGAR,55,53,56,42,5,49,21,21,1,10,6,0,17,4,81
2331,KATHMANDU,29533,THE SKYLARK ENGLISH SCHOOL DHAPASI,66,62,67,56,54,5,14,14,4,7,1,0,12,2,86
2200,KATHMANDU,29393,THE SPANGLE BOARDING SCHOOL KALIKASTHAN D,65,58,80,38,54,54,15,15,1,12,0,0,13,2,87
2897,BARA,36064,THE SUNNY ACADEMY ENGLISH BOARDING SCHOO,61,6,93,5,68,64,7,7,3,4,0,0,7,0,100
2301,KATHMANDU,29502,THE SUNSHINE ENGLISH BOARDING SCHOOL SW,53,57,63,33,5,50,9,9,0,4,3,0,7,2,78
2384,KATHMANDU,29591,THE TRINITY CO-EDU (TRIMURTI SHAH SHIKHA BIDH,66,55,6,46,6,54,6,6,0,6,0,0,6,0,100
7,TAPLEJUNG,1006,THECHAMBU MA VI THECHAMBU,25,43,27,41,52,47,15,15,0,0,6,0,6,9,40
1778,BHAKTAPUR,28053,THIMI KANYA MA VI NAYABATO THIMI,33,38,3,20,34,35,37,37,0,3,6,1,10,26,27
2383,KATHMANDU,29590,THIRD EYE BOARDING SCHOOL GONGABU,59,62,6,30,53,5,4,4,0,1,1,0,2,2,50
3792,RUPANDEHI,48007,THUTIPIPAL MA VI THUTIPIPAL,2,44,25,24,40,37,41,41,0,0,8,1,9,32,22
2393,LALITPUR,32003,TIKA VIDYASHRAM MA VI SANEPA,47,57,52,34,48,44,25,25,0,11,10,0,21,4,84
2591,LALITPUR,32211,TIKABHAIRAB ENGLISH SCHOOL CHHAMPI-3 TIKABH,66,71,78,46,64,56,6,6,1,5,0,0,6,0,100
4004,MYAGDI,51029,TIKOT MA VI HISTAN TIKOT,4,47,59,39,4,5,6,6,0,1,5,0,6,0,100
3812,RUPANDEHI,48027,TIKULIGADH MA VI TIKULIGADH,3,47,31,34,44,36,68,68,0,8,19,1,28,40,41
429,DHANKUTA,7035,TILESHWAR MA VI TELIYA,10,32,7,9,23,19,38,38,0,0,0,0,0,38,000
1942,KATHMANDU,29119,TILINGTAR MA VI DHAPASI PANCHAKANYA,47,57,66,48,49,48,74,74,0,41,31,0,72,2,97
3904,RUPANDEHI,48121,TILOTTAMA ENGLISH SECONDARY SCHOOL SAU PH,38,53,51,30,52,49,63,63,1,18,18,0,37,26,59
3627,PALPA,45062,TILOTTAMA MA VI JHUMSA DOBHAN 5,2,42,19,23,34,42,44,44,0,2,6,0,8,36,18
1546,NUWAKOT,25056,TINGHARE PIPAL DANDA MA VI CHARGHARE KATHE,23,5,27,1,42,41,24,24,0,0,4,0,4,20,17
4647,BAJURA,69014,TOLI DEWAL DANDA MA VI TOLI,11,36,16,16,35,30,27,27,0,0,1,0,1,26,4
3216,KASKI,41120,TOPS ENGLISH BOARDING SCHOOL RAMGHAT,65,57,71,5,65,51,52,52,4,47,0,0,51,1,98
3920,KAPILVASTU,49001,TOULESHWAR NATH SAN MA VI TOULIHAWA,43,4,48,39,59,63,15,15,0,6,9,0,15,0,100
2919,PARSA,37020,TRI JUDDHA MAHABIR PRASAD RAGHUBIR RAM MA,39,46,56,31,36,47,120,119,0,28,60,4,92,27,77
2148,KATHMANDU,29339,TRI JYOTI ENGLISH MA VI KAPAN,49,5,73,45,60,42,84,84,1,51,22,0,74,10,88
2514,LALITPUR,32130,TRI RATNA CO-OPERATIVE SCHOOL BUNGMATI,49,55,68,32,51,53,24,24,0,14,9,0,23,1,96
4639,BAJURA,69006,TRI SHAKTI MA VI BARABIS,14,34,17,27,37,30,21,21,0,0,2,0,2,19,10
1789,BHAKTAPUR,28064,TRI STAR ENGLISH SCHOOL LOKHANTHALI,55,60,72,5,57,47,16,16,2,10,2,0,14,2,88
428,DHANKUTA,7034,TRIBENI MA VI CHULIBAN,27,50,30,29,48,3,23,23,0,1,9,1,11,12,48
1918,KATHMANDU,29093,TRIBHUVAN ADARSHA AWASIYA MA VI PHARPING,52,61,73,36,52,54,24,24,1,18,3,0,22,2,92
3938,KAPILVASTU,49019,TRIBHUVAN ADARSHA MA VI BANDA PIPARI,26,42,46,22,35,47,5,5,0,0,3,1,4,1,80
3369,SYANGJA,43005,TRIBHUVAN ADARSHA MA VI SYANGJA,23,37,32,22,32,38,87,87,0,4,15,3,22,65,25
3070,LAMJUNG,40035,TRIBHUVAN BIDHYASHRAM MA VI BHUJUNG,37,44,37,17,4,4,7,7,0,0,2,0,2,5,29
459,BHOJPUR,8009,TRIBHUVAN DHARMODAYA MA VI CHHINAMAKHU,1,34,16,23,45,33,86,86,0,0,1,0,1,85,1
2915,PARSA,37016,TRIBHUVAN HANUMAN MA VI BIRGUNJ,27,44,42,27,36,40,37,36,0,5,6,1,12,24,33
4214,SALYAN,56001,TRIBHUVAN JAN MA VI LUHAPING,34,4,37,32,43,36,77,77,0,7,51,3,61,16,79
4225,SALYAN,56012,TRIBHUVAN JANA MA VI MALNETA,16,32,19,23,33,34,36,35,0,0,3,1,4,31,11
4242,SALYAN,56030,TRIBHUVAN JANATA MA VI CHHAYACHHETRA BHOT,3,39,13,29,40,35,74,72,0,0,9,0,9,63,13
4157,RUKUM,54001,TRIBHUVAN JANATA MA VI KHALANGA MUSIKOT,34,51,32,31,40,37,176,175,0,21,73,3,97,78,55
4241,SALYAN,56029,TRIBHUVAN JANATA MA VI LEKHCHAURPANI,27,4,20,18,3,28,23,23,0,0,0,3,3,20,13
