SCHOOL,DISTRICT,CODE,NAME,ENG,NEP,MATH,SCI,SOC,HPE,TOTAL,SAP,DIST,FIRST,SEC,THIRD,PASS,FAIL,PASS.PERCENT
4578,BANKE,67046,A B C RESIDENTIAL HIGH SCHOOL GHARBRITOLE,50,41,51,33,41,41,35,34,0,12,19,0,31,3,91
3909,RUPANDEHI,48126,A R D MODEL ENGLISH SECONDARY SCHOOL SIDD,47,55,46,29,40,51,17,17,0,5,8,0,13,4,76
650,MORANG,9156,A1 QUALITY SCHOOL BIRATNAGAR-4,61,58,77,63,7,58,8,8,3,5,0,0,8,0,100
2708,CHITWAN,34040,AADIKABI BHANUBHAKTA MA VI CHHETRAPUR,46,58,67,39,57,46,73,73,2,44,25,0,71,2,97
2259,KATHMANDU,29458,AAKASH GANGA SECONDARY SCHOOL BALAJU,45,47,31,3,39,47,36,35,0,5,10,0,15,20,43
2157,KATHMANDU,29349,AAKRITI ENGLISH BOARDING SCHOOL SUBIDHANA,0,6,68,42,43,54,20,20,0,16,4,0,20,0,100
1992,KATHMANDU,29171,AANAND BHUMI AWASIYA MA VI MAITIDEVI,60,59,86,50,57,57,53,53,5,44,4,0,53,0,100
3722,GULMI,46076,AANANDAPUR MA VI ISMA RAJASTHAL,15,43,31,33,38,32,32,32,0,0,2,0,2,30,6
3548,NAWALPARASI,44082,AARUNGKHOLA SECONDARY SCHOOL AARUNGKHO,59,70,62,36,49,63,22,22,4,13,4,0,21,1,95
2357,KATHMANDU,29563,ABHISHEK GYAN MANDIR SINAMANGAL,55,48,63,21,4,52,6,6,0,2,0,0,2,4,33
2149,KATHMANDU,29340,ACADEMY BOARDING SCHOOL MAHARAJGUNJ,55,58,73,49,45,43,23,23,1,18,3,0,22,1,96
1562,DHADING,26008,ACHANE MA VI KHAHARE SUNDARBAZAR,32,50,46,27,48,40,82,82,0,6,50,2,58,24,71
2238,KATHMANDU,29433,ACTIVE IDEAL MODEL SCHOOL (AIMS) GONGABUN,59,59,75,37,49,47,13,13,0,9,2,0,11,2,85
3498,NAWALPARASI,44030,ADARSA MA VI JAMUNIYA SEMARI,24,40,29,25,48,46,46,46,0,2,11,1,14,32,30
3500,NAWALPARASI,44032,ADARSA MA VI KHOKHARPURA,32,45,29,27,49,39,64,64,0,7,22,1,30,34,47
3204,KASKI,41108,ADARSH ENGLISH BOARDING SCHOOL PHULBARI P,65,60,62,48,69,60,13,13,0,13,0,0,13,0,100
3532,NAWALPARASI,44065,ADARSH ENGLISH BOARDING SCHOOL SEMARI,41,50,46,31,56,50,86,86,4,31,16,0,51,34,59
2936,PARSA,37037,ADARSH ENGLISH MA VI ADARSH NAGAR BIRGUNJ,58,5,77,38,51,51,21,21,1,13,4,1,19,2,90
3363,TANAHUN,42106,ADARSH ENGLISH SCHOOL THARPU,58,59,55,4,44,47,15,15,0,7,5,0,12,3,80
3861,RUPANDEHI,48078,ADARSH VIDYA MANDIR ENGLISH BOARDING SCHO,45,52,44,27,6,47,17,17,0,4,7,0,11,6,65
5021,KANCHANPUR,77032,ADARSH VIDYA NIKETAN MA VI MAHENDRANAGAR,54,63,69,50,54,57,39,39,3,32,3,0,38,1,97
4352,DANG,58081,ADARSHA ACADEMY ENGLISH SCHOOL TULSUPUR,66,67,72,50,66,56,9,9,1,8,0,0,9,0,100
1748,BHAKTAPUR,28023,ADARSHA AZAD MA VI BHELUKHEL,44,54,64,43,43,49,78,78,0,33,33,0,66,12,85
3058,LAMJUNG,40023,ADARSHA BAL MA VI BARETAR,28,45,27,24,38,42,91,91,0,6,23,1,30,61,33
507,MORANG,9011,ADARSHA BALIKA MA VI BIRATNAGAR,35,49,33,36,50,5,45,45,0,12,10,1,23,22,51
3454,SYANGJA,43090,ADARSHA ENGLISH BOARDING SCHOOL GALYANG,34,55,42,31,54,51,49,49,3,13,14,0,30,19,61
4145,PARBAT,53055,ADARSHA ENGLISH BOARDING SCHOOL KUSHMA,61,62,81,50,61,60,31,31,4,27,0,0,31,0,100
2462,LALITPUR,32074,ADARSHA ENGLISH BOARDING SCHOOL MACHHIND,56,64,60,30,52,46,15,15,2,6,5,0,13,2,87
1763,BHAKTAPUR,28038,ADARSHA JANAPREMI ENGLISH MA VI KAUSHALTAR,59,6,66,49,52,48,36,36,3,19,12,0,34,2,94
1804,BHAKTAPUR,28080,ADARSHA JYOTI MA VI GUNDU KIBACHOK,57,6,67,39,45,48,15,15,0,10,4,0,14,1,93
2401,LALITPUR,32011,ADARSHA KANYA NIKETAN MA VI MANGALBAZAR,36,49,45,26,43,46,91,91,0,11,46,1,58,32,64
198,JHAPA,4044,ADARSHA MA VI AYABARI KAKARVITTA,22,42,20,27,38,36,112,112,0,2,17,0,19,93,17
4542,BANKE,67009,ADARSHA MA VI BAGESWORI DIGAUN KHAJURA,29,53,30,29,50,4,44,44,0,2,16,1,19,25,43
700,SUNSARI,10037,ADARSHA MA VI BAKLAURI BAZAR,19,42,21,24,51,36,96,96,0,3,14,1,18,78,19
4181,RUKUM,54025,ADARSHA MA VI BANKE PIPALGAIRA GHETMA,16,33,7,18,26,28,48,47,0,0,0,0,0,47,000
687,SUNSARI,10023,ADARSHA MA VI BARAHACHHETRA CHATARA,17,35,18,24,46,40,162,162,0,4,18,2,24,138,15
1878,KATHMANDU,29053,ADARSHA MA VI BHADRABAS,38,50,52,4,45,57,99,99,1,34,41,1,77,22,78
508,MORANG,9012,ADARSHA MA VI BIRATNAGAR,25,44,3,33,50,39,63,63,0,8,14,0,22,41,35
172,JHAPA,4018,ADARSHA MA VI BUDHABARE JAYPUR,3,42,32,36,50,40,103,103,0,2,52,8,62,41,60
554,MORANG,9058,ADARSHA MA VI DAINIYA,26,49,27,28,40,3,35,35,0,0,12,1,13,22,37
4349,DANG,58076,ADARSHA MA VI DEUPUR DEUKHURI,33,42,18,21,42,32,80,80,0,2,6,1,9,71,11
3604,PALPA,45039,ADARSHA MA VI DEURALI,21,4,24,22,38,41,39,38,0,3,7,0,10,28,26
2681,CHITWAN,34013,ADARSHA MA VI DIBYANAGAR,31,58,43,21,46,47,67,67,0,6,26,0,32,35,48
3669,GULMI,46022,ADARSHA MA VI DIGAMKOT,34,46,33,23,43,39,78,78,0,4,34,1,39,39,50
1555,DHADING,26001,ADARSHA MA VI GAJURI,33,45,41,32,41,43,83,83,0,5,36,12,53,30,64
4488,SURKHET,66011,ADARSHA MA VI GARPAN MEHELI,25,46,18,20,49,47,9,9,0,0,2,0,2,7,22
4453,DAILEKH,65015,ADARSHA MA VI GUMNEKHALI,33,47,30,25,4,4,24,22,0,0,13,2,15,7,68
91,ILAM,3001,ADARSHA MA VI ILAM,29,45,25,29,51,32,112,112,0,8,26,2,36,76,32
4383,DOLPA,61004,ADARSHA MA VI JUPHAL,27,4,25,24,31,32,27,27,0,2,4,2,8,19,30
3780,ARGHAKHANCH,47050,ADARSHA MA VI KHANCHIKOT,19,37,42,27,42,38,30,30,0,0,10,2,12,18,40
3748,ARGHAKHANCH,47016,ADARSHA MA VI KHANDAHA,35,39,30,26,38,5,96,96,0,4,42,5,51,45,53
312,JHAPA,4160,ADARSHA MA VI KOROBARI-5,22,4,18,26,43,39,26,26,0,0,2,0,2,24,8
4284,DANG,58009,ADARSHA MA VI LALMATIYA DEUKHURI,30,40,20,19,43,35,89,88,0,3,14,0,17,71,19
3392,SYANGJA,43028,ADARSHA MA VI LASARGHA,18,36,23,2,3,4,71,70,0,1,9,2,12,58,17
4430,JAJARKOT,64011,ADARSHA MA VI LUHADAH MAJKOT,2,40,13,1,22,27,23,23,0,0,1,0,1,22,4
4504,SURKHET,66028,ADARSHA MA VI MAHENDRAGUNJ LEKHAPHARSA,17,40,1,15,30,33,59,59,0,1,2,2,5,54,8
3469,NAWALPARASI,44001,ADARSHA MA VI PARASIBAZAR,28,45,22,21,42,48,39,38,0,3,4,0,7,31,18
4553,BANKE,67020,ADARSHA MA VI RANJHA,20,43,26,25,33,34,84,84,0,3,15,9,27,57,32
1340,MAHOTTARI,21030,ADARSHA MA VI RATAULI,2,37,23,18,38,38,20,20,0,1,3,0,4,16,20
3987,MYAGDI,51011,ADARSHA MA VI RIMAHISTAN,27,48,3,34,43,53,7,7,0,0,4,0,4,3,57
1729,BHAKTAPUR,28001,ADARSHA MA VI SANOTHIMI,41,54,54,45,42,45,89,89,1,27,49,0,77,12,87
406,DHANKUTA,7012,ADARSHA MA VI SAPHAIDHHAP,16,35,15,2,36,30,29,29,0,0,2,0,2,27,7
1732,BHAKTAPUR,28004,ADARSHA MA VI THIMI,49,52,57,33,48,46,130,130,1,41,57,2,101,29,78
4863,KAILALI,73092,ADARSHA NAMUNA MA VI LAMKI,29,54,46,29,40,38,54,54,0,6,22,1,29,25,54
2775,CHITWAN,34115,ADARSHA PUBLIC ENGLISH SCHOOL BAIDIK NAGAR,59,60,67,53,56,54,14,14,1,9,1,0,11,3,79
2391,LALITPUR,32001,ADARSHA SARAL MA VI NAGBAHAL,35,57,51,3,44,48,18,18,0,5,7,1,13,5,72
3294,TANAHUN,42028,ADARSHA SARASWATI MA VI NABARUNG,30,50,32,3,42,38,5,5,0,0,1,2,3,2,60
2420,LALITPUR,32031,ADARSHA SAULA YUBAK MA VI SAINBU BUNGAMATI,51,56,57,35,48,47,101,101,3,43,42,0,88,13,87
3308,TANAHUN,42042,ADARSHA SHIKSHYA MA VI BAIDIKHALTE,25,3,22,3,47,5,20,20,0,0,5,0,5,15,25
2766,CHITWAN,34104,ADARSHA VIDHYA ASHRAM BHANDARA,6,58,64,41,64,54,12,12,0,7,2,0,9,3,75
3731,GULMI,46086,ADARSHA VIDYA ASHRAM ENGLISH BOARDING SCH,61,63,7,52,66,55,17,17,3,14,0,0,17,0,100
4076,BAGLUNG,52061,ADARSHA VIDYA MANDIR BOARDING HIGH SCHOOL,53,59,58,35,5,47,43,43,1,24,11,0,36,7,84
3900,RUPANDEHI,48117,ADARSHA VIDYA MANDIR BUTWAL,29,49,35,28,40,35,35,35,0,3,10,1,14,21,40
2409,LALITPUR,32020,ADARSHA VIDYA MANDIR MA VI MANBHAWAN,6,60,83,50,53,52,187,187,44,134,8,0,186,1,99
174,JHAPA,4020,ADARSHA VIDYAMANDIR MA VI GHAILADUBBA,15,33,14,23,4,31,90,90,0,0,0,0,0,90,000
1925,KATHMANDU,29101,ADARSHA YOG-HARI MA VI LAINCHAUR,55,52,71,39,49,43,60,60,0,36,14,0,50,10,83
4529,SURKHET,66056,ADARSHRAJ MEMORIAL ENGLISH SCHOOL LATIKOI,0,55,45,37,46,46,17,17,0,7,8,1,16,1,94
3343,TANAHUN,42081,ADHARBHUT MA VI RAIPUR SANKHE,27,44,38,28,48,5,38,38,0,6,11,0,17,21,45
2603,MAKWANPUR,33003,ADHUNIK RASTRIYA MA VI HETAUNDA,48,62,68,37,51,43,102,101,2,60,38,0,100,1,99
1928,KATHMANDU,29104,ADINATH MA VI CHOVAR,44,49,50,32,41,43,35,35,0,6,22,1,29,6,83
2480,LALITPUR,32093,ADVANCE INTERNATIONAL MODEL SCHOOL LAGAN,6,54,69,47,60,51,32,32,1,24,7,0,32,0,100
2322,KATHMANDU,29524,ADVANCED ENGLISH BOARDING HIGH SCHOOL HAD,58,59,70,32,49,45,17,17,0,12,3,0,15,2,88
1347,MAHOTTARI,21037,ADVANCED LEARNER'S HIMALAYAN ENGLISH AWAS,56,51,7,47,64,53,31,31,0,27,3,0,30,1,97
2153,KATHMANDU,29345,ADWITIYA BOARDING HIGH SCHOOL BALAJU HEIGH,58,52,67,35,52,44,10,10,0,7,1,0,8,2,80
3704,GULMI,46057,AGLUNG MA VI AGLUNG,18,39,21,27,35,39,35,34,0,0,5,1,6,28,18
2978,GORKHA,38017,AHAL BHANJYANG MA VI THALAJUNG,33,44,22,25,5,41,10,10,0,0,3,0,3,7,30
1431,SINDHUPALCH,23010,AINESELUKHARKA MA VI AINSELUKHARKA,22,40,34,3,41,44,69,68,0,3,24,2,29,39,43
4733,ACHHAM,71040,AISHWARYA MA VI DRANA-4,13,36,21,24,40,34,55,55,0,0,4,1,5,50,9
4790,KAILALI,73015,AISHWARYA VIDYA NIKETAN MA VI DHANGADI,60,51,73,43,49,57,138,137,11,104,15,0,130,7,95
1645,KAVREPALANC,27029,AJAD MA VI BALUWA,30,53,35,3,40,44,70,70,0,8,29,1,38,32,54
1535,NUWAKOT,25045,AJINGARE MA VI KALYANPUR,20,31,27,19,33,37,47,47,0,1,9,1,11,36,23
1607,DHADING,26054,AKALA DEVI MA VI SALANG,30,5,51,22,36,38,17,17,0,0,8,1,9,8,53
3008,GORKHA,38048,AKALA MA VI RATMATE DHUWAKOT,30,56,36,32,47,43,49,49,0,3,33,0,36,13,73
2091,KATHMANDU,29278,ALBERT EINSTEIN ACADEMY BOARDING HIGH SCH,0,53,75,50,63,64,5,5,0,5,0,0,5,0,100
2224,KATHMANDU,29419,ALKAPURI SECONDARY ENGLISH SCHOOL DHALKU,53,52,70,54,47,5,9,9,0,8,0,0,8,1,89
2173,KATHMANDU,29365,ALLIANCE ACADEMY ANAMNAGAR,67,57,92,60,54,59,21,21,5,16,0,0,21,0,100
2291,KATHMANDU,29492,ALLIED CO-ED SCHOOL KAMALPOKHARI,6,52,65,43,46,50,12,12,0,7,4,0,11,1,92
2351,KATHMANDU,29557,ALOK VIDYASHRAM NAXAL NARAYANCHAUR,63,66,73,54,5,46,7,7,0,7,0,0,7,0,100
3207,KASKI,41111,ALPHA BOARDING SCHOOL LAMACHAUR POKHARA,49,61,58,32,58,63,17,17,0,10,4,0,14,3,82
2485,LALITPUR,32098,ALPHA'S MA VI JAWALAKHEL,58,48,4,37,5,46,24,24,0,11,7,0,18,6,75
2303,KATHMANDU,29504,ALPINE ACADEMY DANCHHI,62,70,86,6,63,59,9,9,2,7,0,0,9,0,100
2948,PARSA,37049,ALPINE ENGLISH BOARDING SCHOOL TEJARATHTO,55,47,56,31,45,50,20,20,0,9,4,0,13,7,65
1837,KATHMANDU,29010,AMAR ADARSHA MA VI BANESWOR,51,52,59,28,39,40,7,7,0,4,2,0,6,1,86
2158,KATHMANDU,29350,AMAR DEEP (ETERNAL LIGHT) PUBLIC SCHOOL NAY,55,63,72,49,59,52,18,18,3,10,3,0,16,2,89
2136,KATHMANDU,29327,AMAR ENGLISH MA VI TOKHA,55,56,68,44,48,35,27,27,0,12,11,0,23,4,85
3541,NAWALPARASI,44074,AMAR ENGLISH SECONDARY BOARDING SCHOOL A,57,56,68,43,59,56,41,41,5,26,8,0,39,2,95
3108,KASKI,41010,AMAR JYOTI BOARDING SCHOOL MALEPATAN,50,60,50,37,54,51,21,21,0,12,6,0,18,3,86
2159,KATHMANDU,29351,AMAR JYOTI ENGLISH BOARDING SCHOOL KALANKI,59,67,80,46,51,4,21,21,2,16,3,0,21,0,100
3908,RUPANDEHI,48125,AMAR JYOTI ENGLISH MEDIUM SCHOOL BHAIRAHA,55,62,69,43,57,54,18,18,0,15,3,0,18,0,100
2973,GORKHA,38012,AMAR JYOTI JANATA MA VI LUINTEL PALUNGTAR,29,53,46,35,45,52,62,62,0,18,20,0,38,24,61
3345,TANAHUN,42083,AMAR JYOTI MA VI GHANSIKUWA-8 CHHIRKANE,14,36,17,2,37,41,24,24,0,0,1,0,1,23,4
1493,NUWAKOT,25002,AMAR JYOTI MA VI KHARANITAR,26,48,42,31,44,40,95,95,0,6,43,4,53,42,56
3402,SYANGJA,43038,AMAR JYOTI MA VI LAMDANDA,15,41,30,25,47,37,16,16,0,0,1,0,1,15,6
4483,SURKHET,66006,AMAR JYOTI MA VI NEWARE BIRENDRANAGAR,37,53,3,27,42,42,90,90,0,9,29,1,39,51,43
4597,BARDIA,68004,AMAR JYOTI MA VI SITAPUR,30,49,15,21,35,4,108,108,0,3,15,1,19,89,18
2293,KATHMANDU,29494,AMAR JYOTI MA VI SYUCHATAR,47,7,70,56,50,53,23,23,1,18,4,0,23,0,100
3359,TANAHUN,42102,AMAR JYOTI MA VI THAPREK-3 TALLIPOKHARI,25,51,37,27,44,48,18,18,0,2,6,0,8,10,44
99,ILAM,3009,AMAR KALYAN MA VI NAYABAZAR,32,42,22,35,47,39,41,41,0,3,6,2,11,30,27
2538,LALITPUR,32155,AMAR KANTI ENGLISH BOARDING SCHOOL LELE,57,59,70,42,60,53,22,22,2,13,6,0,21,1,95
191,JHAPA,4037,AMAR MA VI BAIGUNDHURA,25,4,28,24,36,34,33,33,0,1,8,1,10,23,30
103,ILAM,3013,AMAR MA VI BARBOTE,25,42,32,35,43,4,90,90,0,2,36,3,41,49,46
4245,PYUTHAN,57002,AMAR MA VI BHINGRI,35,52,41,28,44,47,68,68,0,7,52,0,59,9,87
4032,BAGLUNG,52016,AMAR MA VI BINHUKOT,26,45,45,31,42,48,50,50,0,3,26,2,31,19,62
3985,MYAGDI,51009,AMAR MA VI CHIMKHOLA,2,53,27,26,44,45,5,5,0,0,3,0,3,2,60
2858,BARA,36025,AMAR MA VI DOHARI MAJHAULIYA,24,42,35,22,37,35,57,57,0,2,14,1,17,40,30
1092,DOLAKHA,17013,AMAR MA VI JHULE BHATTERCHOUR,26,45,32,23,41,4,76,75,0,4,31,3,38,37,51
3046,LAMJUNG,40011,AMAR MA VI KHUDI BENI,39,41,50,26,5,45,35,35,0,6,18,1,25,10,71
3990,MYAGDI,51014,AMAR MA VI PAKHAPANI,17,5,23,26,41,36,13,13,0,0,0,0,0,13,000
2679,CHITWAN,34011,AMAR MA VI PATIHANI,32,41,44,31,40,51,78,78,0,9,39,1,49,29,63
433,DHANKUTA,7039,AMAR MA VI PHALATE,14,42,2,18,33,29,45,45,0,0,1,0,1,44,2
4282,DANG,58007,AMAR MA VI URHARI,24,43,21,2,31,43,109,109,0,1,14,1,16,93,15
4595,BARDIA,68002,AMAR SHAHEED DASHRATH CHAND MA VI RAJAPU,3.96,48,34,25,43,47,68,67,0,10,30,2,42,25,63
3354,TANAHUN,42093,AMAR SINGH MA VI DHARAMPANI,21,26,18,21,38,44,26,26,0,0,2,1,3,23,12
500,MORANG,9004,AMAR SINGH MA VI HASANDAHA,20,41,19,27,4,42,95,95,0,6,14,0,20,75,21
705,SUNSARI,10042,AMAR SINGH MA VI SAHEBGUNJ,18,44,27,32,40,5,14,14,0,0,4,0,4,10,29
3706,GULMI,46059,AMARPUR MA VI AMARPUR,2,49,37,3,4,36,26,26,0,0,6,2,8,18,31
38,PANCHTHAR,2002,AMARPUR MA VI DORAMBA AMARPUR,18,43,19,26,47,43,20,20,0,0,3,0,3,17,15
3109,KASKI,41011,AMARSING MA VI RAMGHAT,46,51,52,35,57,48,113,113,3,53,28,0,84,29,74
335,SANKHUWASAB,5013,AMARUWA MA VI ANKHIBHUIN,19,46,29,24,48,37,57,57,0,1,5,0,6,51,11
4153,PARBAT,53064,AMBARI MA VI BARRACHAUR,21,44,40,34,43,46,34,34,0,1,11,2,14,20,41
916,UDAYAPUR,14016,AMBEBAR JANTA MA VI RAJABASH,29,49,2,27,44,45,77,77,0,0,22,2,24,53,31
28,TAPLEJUNG,1027,AMBEGUDIN MA VI RAJA,22,45,20,29,40,30,28,28,0,0,6,0,6,22,21
2741,CHITWAN,34073,AMBER EVEREST ENGLISH BOARDING SCHOOL BH,52,54,69,39,53,48,36,36,0,24,7,0,31,5,86
4313,DANG,58038,AMBIKA MA VI HARNOK,24,47,17,20,37,33,6,6,0,0,1,0,1,5,17
3195,KASKI,41098,AMBIKA MA VI SUIKHET,27,42,35,27,41,38,39,39,0,3,12,0,15,24,38
2356,KATHMANDU,29562,AMBITION ACADEMY MINBHAWN,57,54,61,31,51,6,9,9,0,4,4,0,8,1,89
2006,KATHMANDU,29187,AMBROSIA IDEAL SECONDARY SCHOOL SATUNGAL,59,66,84,58,6,57,12,11,8,3,0,0,11,0,100
3153,KASKI,41056,AMMARSIDDHA NAMUNA MA VI PACHABHAIYA,34,47,5,32,50,42,52,52,0,9,24,3,36,16,69
4056,BAGLUNG,52040,AMRIT ADARSHA AWASIYA MA VI,49,53,61,45,60,53,42,42,1,27,13,0,41,1,98
2280,KATHMANDU,29481,AMRIT BOARDING SCHOOL MHEPI NAYABAZAR,57,55,79,45,51,43,18,18,0,10,3,0,13,5,72
3597,PALPA,45032,AMRIT PUBLIC MA VI AGAHAKHOLA,23,4,26,20,27,32,23,23,0,3,0,1,4,19,17
2523,LALITPUR,32139,ANAL JYOTI SCHOOL SUNAKOTHI DHOLAHITI,57,68,7,40,59,45,25,25,5,14,2,0,21,4,84
4478,SURKHET,66001,ANAND MA VI GUMI,2,45,23,2,32,37,69,69,0,0,10,2,12,57,17
1423,SINDHUPALCH,23002,ANANDA MA VI JALBIR,30,44,54,30,50,48,61,61,0,2,52,0,54,7,89
3129,KASKI,41031,ANANDAJYOTI MA VI BEGNAS,2,41,33,2,38,37,48,48,0,2,12,4,18,30,38
1914,KATHMANDU,29089,ANANDAKUTI MA VI SWAYAMBHU,53,52,61,38,45,46,69,68,1,20,38,0,59,9,87
2542,LALITPUR,32160,ANANT ENGLISH SCHOOL SIDDHIPUR,62,54,8,54,59,52,30,30,4,24,2,0,30,0,100
4549,BANKE,67016,ANATHALAYA GAUSIYA MA VI NEPALGUNJ,16,3,17,13,2,17,40,40,0,0,1,1,2,38,5
2849,BARA,36016,ANCHIT MA VI BATARA,20,38,3,19,36,38,36,36,0,0,13,0,13,23,36
2228,KATHMANDU,29423,ANGEL LORD (DEBDOOT) ACADEMY HIGH SCHOOL,65,65,9,6,6,58,18,18,3,15,0,0,18,0,100
1295,DHANUSHA,20073,ANGELS' ENGLISH BOARDING SCHOOL SAKETNAGA,44,36,69,4,47,49,27,27,0,13,11,0,24,3,89
2449,LALITPUR,32060,ANGEL'S HEART MA VI MAHALAXMISTHAN,62,58,60,40,54,51,57,56,0,40,14,0,54,2,96
4551,BANKE,67018,ANGELS HIGH SCHOOL GHARBARI TOLE,6,59,62,41,53,5,70,70,1,52,15,0,68,2,97
2724,CHITWAN,34056,ANGELS WORLD AWASIYA MA VI RATNANAGAR,54,54,69,37,62,60,25,25,2,14,6,0,22,3,88
2816,RAUTAHAT,35033,ANHOTI LAL MA VI BASANTAPATTI,23,37,33,27,34,33,40,40,0,2,5,1,8,32,20
3940,KAPILVASTU,49021,ANIRUDDHA PUBLIC MA VI BAIDAULI,38,4,24,30,45,38,7,7,0,0,3,0,3,4,43
2881,BARA,36048,ANJU ADARSHA ENGLISH BOARDING SCHOOL NIJG,64,56,72,37,37,51,17,17,0,16,1,0,17,0,100
3255,KASKI,41159,ANJULI SECONDARY BOARDING SCHOOL POKHARA,54,5,63,44,62,49,21,21,2,11,5,0,18,3,86
2235,KATHMANDU,29430,ANKUR VIDYASHRAM MA VI BATTISPUTALI,64,65,84,54,55,5,29,29,5,24,0,0,29,0,100
4340,DANG,58067,ANNAPURNA BOARDING SCHOOL GHORAHI,53,48,33,30,42,41,23,23,0,4,11,0,15,8,65
2513,LALITPUR,32129,ANNAPURNA ENGLISH BOARDING SCHOOL BAGDOL,65,67,75,50,6,6,13,13,3,10,0,0,13,0,100
2084,KATHMANDU,29270,ANNAPURNA ENGLISH MA VI SINAMANGAL,64,61,83,45,52,5,42,42,4,37,1,0,42,0,100
1856,KATHMANDU,29029,ANNAPURNA HIGHER SECONDARY SCHOOL INBAH,0,66,74,43,58,4,92,92,4,74,13,0,91,1,99
451,BHOJPUR,8001,ANNAPURNA MA VI DILPA,19,39,17,20,42,37,32,32,0,0,3,0,3,29,9
4699,ACHHAM,71005,ANNAPURNA MA VI KALAGAON,14,37,19,22,39,33,87,86,0,0,9,1,10,76,12
4091,PARBAT,53001,ANNAPURNA MA VI KARKINETA,23,48,22,24,47,49,64,64,0,5,14,0,19,45,30
2989,GORKHA,38028,ANNAPURNA MA VI KHOPLANG,3,55,29,28,49,45,51,50,0,5,12,0,17,33,34
3034,MANANG,39003,ANNAPURNA MA VI MANANG,33,48,39,3,41,49,7,7,0,1,3,0,4,3,57
3069,LAMJUNG,40034,ANNAPURNA MA VI NALMA,27,44,14,16,36,34,19,19,0,1,1,0,2,17,11
2676,CHITWAN,34008,ANNAPURNA MA VI PARBATIPUR,33,5,60,30,46,47,74,74,0,14,47,0,61,13,82
3163,KASKI,41066,ANNAPURNA MA VI SIKLES,29,41,35,25,47,49,18,18,0,0,12,0,12,6,67
412,DHANKUTA,7018,ANNAPURNA MA VI TALLO SANNE,15,43,2,19,38,32,43,43,0,1,4,0,5,38,12
626,MORANG,9131,ANNAPURNA SECONDARY ENGLISH BOARDING SC,0,52,65,60,64,55,53,53,4,46,3,0,53,0,100
4603,BARDIA,68010,ANSHUBARMA MA VI MAGARAGADI,29,42,18,25,32,35,125,125,0,4,15,1,20,105,16
2848,BARA,36015,ANUP DIPANI MA VI KOLHBI,20,38,26,20,27,33,101,100,0,4,9,4,17,83,17
2243,KATHMANDU,29438,ANUPAM (UNIQUE) ENGLISH BOARDING SCHOOL LA,58,54,69,49,51,39,9,9,0,6,3,0,9,0,100
1416,SARLAHI,22060,APEX ACADEMY MALANGWA SARLAHI,50,5,55,52,58,44,12,12,0,9,2,0,11,1,92
1068,SIRAHA,16054,APOLLO OM ENGLISH AWASIYA MA VI LAHAN 7,63,40,69,59,62,50,19,19,0,19,0,0,19,0,100
3329,TANAHUN,42065,ARANIKO ENGLISH BOARDING SCHOOL KHAIRENIT,0,58,60,49,61,55,50,50,0,39,10,0,49,1,98
393,TEHRATHUM,6033,ARANIKO ENGLISH BOARDING SCHOOL MYANGLUN,54,58,55,4,63,5,20,20,0,18,2,0,20,0,100
4825,KAILALI,73050,ARANIKO ENGLISH MEDIUM BOARDING SCHOOL TIK,50,47,57,39,57,4,17,17,0,7,5,1,13,4,76
3847,RUPANDEHI,48063,ARANIKO ENGLISH SCHOOL BHALWARI,46,57,51,3,44,4,50,50,0,17,18,0,35,15,70
560,MORANG,9064,ARANIKO MA VI DURGAPURI RAJGHAT,28,46,27,29,45,38,77,76,0,5,18,6,29,47,38
197,JHAPA,4043,ARANIKO MA VI MAHESHPUR,25,4,15,28,41,43,42,42,0,2,4,0,6,36,14
4449,DAILEKH,65011,ARANIKO MA VI MALU CHAURATHA,3,5,30,23,37,31,8,8,0,0,3,1,4,4,50
3325,TANAHUN,42060,ARANIKO MA VI MIRLUNG,32,5,38,27,4,29,28,27,0,3,11,0,14,13,52
4197,ROLPA,55009,ARANIKO MA VI NUWAGAUN,25,43,23,17,35,30,55,55,0,1,7,2,10,45,18
3769,ARGHAKHANCH,47038,ARGHA RAJASTHAL MA VI HARISCHAUR,22,47,27,30,45,3,37,37,0,0,14,0,14,23,38
3773,ARGHAKHANCH,47042,ARGHAMEHEL PANI MA VI,23,4,22,20,38,47,29,29,0,0,4,1,5,24,17
4855,KAILALI,73081,ARISTO ENGLISH HIGH SCHOOL CAMPUS ROAD DH,50,46,47,32,44,56,35,35,1,11,9,0,21,14,60
3665,GULMI,46018,ARJAI MA VI POKHARAWARI,29,39,40,25,47,44,50,50,0,7,23,1,31,19,62
3688,GULMI,46041,ARJUN AWASIYA MA VI TAMGHAS,62,58,69,42,56,47,74,74,2,62,10,0,74,0,100
4913,BAITADI,75011,ARJUN MA VI GANJARI,24,44,29,4,41,40,65,65,0,0,21,2,23,42,35
3989,MYAGDI,51013,ARJUN MA VI JYAMRUKOT BHAKUNDE,32,48,23,34,43,44,41,41,0,1,12,0,13,28,32
226,JHAPA,4072,ARJUNDHARA SAN ADARSHA MA VI ARJUNDHARA,17,3,13,17,40,3,25,25,0,0,0,0,0,25,000
3697,GULMI,46050,ARKHABANG MA VI ARKHABANG,20,32,26,19,41,38,39,39,0,0,5,2,7,32,18
3439,SYANGJA,43075,ARMADI ENGLISH BOARDING SCHOOL RAMBACHCH,3,57,43,28,53,55,35,35,0,13,4,0,17,18,49
